dataset,rating_group,topic,annotator,rating
leg,mturk_ratings_data,27,4,1
leg,mturk_ratings_data,27,5,1
leg,mturk_ratings_data,27,6,3
leg,mturk_ratings_data,27,7,3
leg,mturk_ratings_data,27,8,3
leg,mturk_ratings_data,27,9,3
leg,mturk_ratings_data,27,10,3
leg,mturk_ratings_data,27,11,3
leg,mturk_ratings_data,27,12,3
leg,mturk_ratings_data,27,13,2
leg,mturk_ratings_data,27,14,3
leg,mturk_ratings_data,27,15,2
leg,crowdwork_ratings,28,0,2
leg,crowdwork_ratings,28,1,2
leg,crowdwork_ratings,28,2,2
leg,crowdwork_ratings,28,3,3
leg,crowdwork_ratings,28,4,3
leg,crowdwork_ratings,28,5,2
leg,crowdwork_ratings,28,6,3
leg,crowdwork_ratings,28,7,2
leg,crowdwork_ratings,28,8,3
leg,crowdwork_ratings,28,9,2
leg,crowdwork_ratings,28,10,3
leg,crowdwork_ratings,28,11,1
leg,crowdwork_ratings,28,12,3
leg,crowdwork_ratings,28,13,3
leg,crowdwork_ratings,28,14,3
leg,mturk_ratings_data,28,0,2
leg,mturk_ratings_data,28,1,3
leg,mturk_ratings_data,28,2,2
leg,mturk_ratings_data,28,3,2
leg,mturk_ratings_data,28,4,2
leg,mturk_ratings_data,28,5,3
leg,mturk_ratings_data,28,6,2
leg,mturk_ratings_data,28,7,3
leg,mturk_ratings_data,28,8,2
leg,mturk_ratings_data,28,9,3
leg,mturk_ratings_data,28,10,1
leg,mturk_ratings_data,28,11,1
leg,mturk_ratings_data,28,12,1
leg,mturk_ratings_data,28,13,2
leg,mturk_ratings_data,28,14,3
leg,mturk_ratings_data,28,15,3
leg,mturk_ratings_data,28,16,2
leg,crowdwork_ratings,29,0,3
leg,crowdwork_ratings,29,1,2
leg,crowdwork_ratings,29,2,1
leg,crowdwork_ratings,29,3,2
leg,crowdwork_ratings,29,4,2
leg,crowdwork_ratings,29,5,2
leg,crowdwork_ratings,29,6,2
leg,crowdwork_ratings,29,7,2
leg,crowdwork_ratings,29,8,3
leg,crowdwork_ratings,29,9,2
leg,crowdwork_ratings,29,10,3
leg,crowdwork_ratings,29,11,1
leg,crowdwork_ratings,29,12,2
leg,crowdwork_ratings,29,13,2
leg,crowdwork_ratings,29,14,3
leg,mturk_ratings_data,29,0,3
leg,mturk_ratings_data,29,1,1
leg,mturk_ratings_data,29,2,2
leg,mturk_ratings_data,29,3,2
leg,mturk_ratings_data,29,4,2
leg,mturk_ratings_data,29,5,2
leg,mturk_ratings_data,29,6,3
leg,mturk_ratings_data,29,7,2
leg,mturk_ratings_data,29,8,1
leg,mturk_ratings_data,29,9,3
leg,mturk_ratings_data,29,10,1
leg,mturk_ratings_data,29,11,2
leg,mturk_ratings_data,29,12,2
leg,mturk_ratings_data,29,13,2
leg,mturk_ratings_data,29,14,3
leg,mturk_ratings_data,29,15,3
leg,mturk_ratings_data,29,16,3
leg,crowdwork_ratings,30,0,2
leg,crowdwork_ratings,30,1,3
leg,crowdwork_ratings,30,2,3
leg,crowdwork_ratings,30,3,3
leg,crowdwork_ratings,30,4,3
leg,crowdwork_ratings,30,5,3
leg,crowdwork_ratings,30,6,3
leg,crowdwork_ratings,30,7,3
leg,crowdwork_ratings,30,8,3
leg,crowdwork_ratings,30,9,3
leg,crowdwork_ratings,30,10,3
leg,crowdwork_ratings,30,11,3
leg,crowdwork_ratings,30,12,3
leg,crowdwork_ratings,30,13,3
leg,crowdwork_ratings,30,14,3
leg,mturk_ratings_data,30,0,2
leg,mturk_ratings_data,30,1,3
leg,mturk_ratings_data,30,2,3
leg,mturk_ratings_data,30,3,3
leg,mturk_ratings_data,30,4,1
leg,mturk_ratings_data,30,5,3
leg,mturk_ratings_data,30,6,3
leg,mturk_ratings_data,30,7,3
leg,mturk_ratings_data,30,8,2
leg,mturk_ratings_data,30,9,3
leg,mturk_ratings_data,30,10,3
leg,mturk_ratings_data,30,11,3
leg,mturk_ratings_data,30,12,3
leg,mturk_ratings_data,30,13,3
leg,mturk_ratings_data,30,14,3
leg,mturk_ratings_data,30,15,3
leg,crowdwork_ratings,31,0,3
leg,crowdwork_ratings,31,1,1
leg,crowdwork_ratings,31,2,1
leg,crowdwork_ratings,31,3,1
leg,crowdwork_ratings,31,4,2
leg,crowdwork_ratings,31,5,2
leg,crowdwork_ratings,31,6,2
leg,crowdwork_ratings,31,7,1
leg,crowdwork_ratings,31,8,3
leg,crowdwork_ratings,31,9,2
leg,crowdwork_ratings,31,10,3
leg,crowdwork_ratings,31,11,2
leg,crowdwork_ratings,31,12,2
leg,crowdwork_ratings,31,13,2
leg,crowdwork_ratings,31,14,3
leg,mturk_ratings_data,31,0,2
leg,mturk_ratings_data,31,1,1
leg,mturk_ratings_data,31,2,3
leg,mturk_ratings_data,31,3,2
leg,mturk_ratings_data,31,4,2
leg,mturk_ratings_data,31,5,3
leg,mturk_ratings_data,31,6,2
leg,mturk_ratings_data,31,7,2
leg,mturk_ratings_data,31,8,3
leg,mturk_ratings_data,31,9,2
leg,mturk_ratings_data,31,10,2
leg,mturk_ratings_data,31,11,1
leg,mturk_ratings_data,31,12,2
leg,mturk_ratings_data,31,13,2
leg,mturk_ratings_data,31,14,2
leg,mturk_ratings_data,31,15,2
leg,crowdwork_ratings,32,0,2
leg,crowdwork_ratings,32,1,2
leg,crowdwork_ratings,32,2,2
leg,crowdwork_ratings,32,3,3
leg,crowdwork_ratings,32,4,3
leg,crowdwork_ratings,32,5,3
leg,crowdwork_ratings,32,6,3
leg,crowdwork_ratings,32,7,3
leg,crowdwork_ratings,32,8,3
leg,crowdwork_ratings,32,9,3
leg,crowdwork_ratings,32,10,3
leg,crowdwork_ratings,32,11,2
leg,crowdwork_ratings,32,12,2
leg,crowdwork_ratings,32,13,3
leg,crowdwork_ratings,32,14,3
leg,mturk_ratings_data,32,0,2
leg,mturk_ratings_data,32,1,3
leg,mturk_ratings_data,32,2,2
leg,mturk_ratings_data,32,3,3
leg,mturk_ratings_data,32,4,2
leg,mturk_ratings_data,32,5,3
leg,mturk_ratings_data,32,6,2
leg,mturk_ratings_data,32,7,3
leg,mturk_ratings_data,32,8,3
leg,mturk_ratings_data,32,9,3
leg,mturk_ratings_data,32,10,3
leg,mturk_ratings_data,32,11,3
leg,mturk_ratings_data,32,12,2
leg,mturk_ratings_data,32,13,3
leg,mturk_ratings_data,32,14,2
leg,mturk_ratings_data,32,15,2
leg,mturk_ratings_data,32,16,1
leg,crowdwork_ratings,33,0,2
leg,crowdwork_ratings,33,1,3
leg,crowdwork_ratings,33,2,3
leg,crowdwork_ratings,33,3,3
leg,crowdwork_ratings,33,4,3
leg,crowdwork_ratings,33,5,3
leg,crowdwork_ratings,33,6,3
leg,crowdwork_ratings,33,7,3
leg,crowdwork_ratings,33,8,3
leg,crowdwork_ratings,33,9,3
leg,crowdwork_ratings,33,10,3
leg,crowdwork_ratings,33,11,3
leg,crowdwork_ratings,33,12,3
leg,crowdwork_ratings,33,13,3
leg,crowdwork_ratings,33,14,3
leg,mturk_ratings_data,33,0,2
leg,mturk_ratings_data,33,1,2
leg,mturk_ratings_data,33,2,3
leg,mturk_ratings_data,33,3,3
leg,mturk_ratings_data,33,4,2
leg,mturk_ratings_data,33,5,3
leg,mturk_ratings_data,33,6,3
leg,mturk_ratings_data,33,7,3
leg,mturk_ratings_data,33,8,2
leg,mturk_ratings_data,33,9,3
leg,mturk_ratings_data,33,10,3
leg,mturk_ratings_data,33,11,3
leg,mturk_ratings_data,33,12,2
leg,mturk_ratings_data,33,13,3
leg,mturk_ratings_data,33,14,3
leg,mturk_ratings_data,33,15,3
leg,crowdwork_ratings,34,0,3
leg,crowdwork_ratings,34,1,2
leg,crowdwork_ratings,34,2,2
leg,crowdwork_ratings,34,3,3
leg,crowdwork_ratings,34,4,3
leg,crowdwork_ratings,34,5,2
leg,crowdwork_ratings,34,6,2
leg,crowdwork_ratings,34,7,3
leg,crowdwork_ratings,34,8,3
leg,crowdwork_ratings,34,9,2
leg,crowdwork_ratings,34,10,3
leg,crowdwork_ratings,34,11,2
leg,crowdwork_ratings,34,12,3
leg,crowdwork_ratings,34,13,3
leg,crowdwork_ratings,34,14,3
leg,mturk_ratings_data,34,0,3
leg,mturk_ratings_data,34,1,2
leg,mturk_ratings_data,34,2,1
leg,mturk_ratings_data,34,3,3
leg,mturk_ratings_data,34,4,2
leg,mturk_ratings_data,34,5,3
leg,mturk_ratings_data,34,6,3
leg,mturk_ratings_data,34,7,1
leg,mturk_ratings_data,34,8,2
leg,mturk_ratings_data,34,9,3
leg,mturk_ratings_data,34,10,2
leg,mturk_ratings_data,34,11,3
leg,mturk_ratings_data,34,12,3
leg,mturk_ratings_data,34,13,2
leg,mturk_ratings_data,34,14,2
leg,mturk_ratings_data,34,15,3
leg,mturk_ratings_data,34,16,3
leg,crowdwork_ratings,35,0,1
leg,crowdwork_ratings,35,1,3
leg,crowdwork_ratings,35,2,2
leg,crowdwork_ratings,35,3,2
leg,crowdwork_ratings,35,4,3
leg,crowdwork_ratings,35,5,3
leg,crowdwork_ratings,35,6,3
leg,crowdwork_ratings,35,7,3
leg,crowdwork_ratings,35,8,3
leg,crowdwork_ratings,35,9,3
leg,crowdwork_ratings,35,10,3
leg,crowdwork_ratings,35,11,3
leg,crowdwork_ratings,35,12,3
leg,crowdwork_ratings,35,13,3
leg,crowdwork_ratings,35,14,3
leg,mturk_ratings_data,35,0,2
leg,mturk_ratings_data,35,1,2
leg,mturk_ratings_data,35,2,2
leg,mturk_ratings_data,35,3,3
leg,mturk_ratings_data,35,4,2
leg,mturk_ratings_data,35,5,3
leg,mturk_ratings_data,35,6,3
leg,mturk_ratings_data,35,7,3
leg,mturk_ratings_data,35,8,3
leg,mturk_ratings_data,35,9,3
leg,mturk_ratings_data,35,10,2
leg,mturk_ratings_data,35,11,3
leg,mturk_ratings_data,35,12,2
leg,mturk_ratings_data,35,13,2
leg,mturk_ratings_data,35,14,2
leg,mturk_ratings_data,35,15,1
leg,mturk_ratings_data,35,16,3
leg,crowdwork_ratings,36,0,3
leg,crowdwork_ratings,36,1,3
leg,crowdwork_ratings,36,2,2
leg,crowdwork_ratings,36,3,2
leg,crowdwork_ratings,36,4,3
leg,crowdwork_ratings,36,5,1
leg,crowdwork_ratings,36,6,2
leg,crowdwork_ratings,36,7,2
leg,crowdwork_ratings,36,8,3
leg,crowdwork_ratings,36,9,2
leg,crowdwork_ratings,36,10,3
leg,crowdwork_ratings,36,11,3
leg,crowdwork_ratings,36,12,1
leg,crowdwork_ratings,36,13,3
leg,crowdwork_ratings,36,14,2
leg,mturk_ratings_data,36,0,2
leg,mturk_ratings_data,36,1,2
leg,mturk_ratings_data,36,2,2
leg,mturk_ratings_data,36,3,3
leg,mturk_ratings_data,36,4,2
leg,mturk_ratings_data,36,5,2
leg,mturk_ratings_data,36,6,2
leg,mturk_ratings_data,36,7,3
leg,mturk_ratings_data,36,8,2
leg,mturk_ratings_data,36,9,2
leg,mturk_ratings_data,36,10,3
leg,mturk_ratings_data,36,11,2
leg,mturk_ratings_data,36,12,2
leg,mturk_ratings_data,36,13,2
leg,mturk_ratings_data,36,14,3
leg,mturk_ratings_data,36,15,3
leg,crowdwork_ratings,37,0,3
leg,crowdwork_ratings,37,1,3
leg,crowdwork_ratings,37,2,2
leg,crowdwork_ratings,37,3,3
leg,crowdwork_ratings,37,4,3
leg,crowdwork_ratings,37,5,3
leg,crowdwork_ratings,37,6,3
leg,crowdwork_ratings,37,7,3
leg,crowdwork_ratings,37,8,3
leg,crowdwork_ratings,37,9,3
leg,crowdwork_ratings,37,10,3
leg,crowdwork_ratings,37,11,3
leg,crowdwork_ratings,37,12,3
leg,crowdwork_ratings,37,13,3
leg,crowdwork_ratings,37,14,3
leg,mturk_ratings_data,37,0,3
leg,mturk_ratings_data,37,1,3
leg,mturk_ratings_data,37,2,2
leg,mturk_ratings_data,37,3,3
leg,mturk_ratings_data,37,4,2
leg,mturk_ratings_data,37,5,3
leg,mturk_ratings_data,37,6,3
leg,mturk_ratings_data,37,7,2
leg,mturk_ratings_data,37,8,3
leg,mturk_ratings_data,37,9,3
leg,mturk_ratings_data,37,10,2
leg,mturk_ratings_data,37,11,3
leg,mturk_ratings_data,37,12,3
leg,mturk_ratings_data,37,13,3
leg,mturk_ratings_data,37,14,2
leg,mturk_ratings_data,37,15,3
leg,mturk_ratings_data,37,16,3
leg,crowdwork_ratings,38,0,3
leg,crowdwork_ratings,38,1,3
leg,crowdwork_ratings,38,2,2
leg,crowdwork_ratings,38,3,3
leg,crowdwork_ratings,38,4,3
leg,crowdwork_ratings,38,5,3
leg,crowdwork_ratings,38,6,3
leg,crowdwork_ratings,38,7,2
leg,crowdwork_ratings,38,8,2
leg,crowdwork_ratings,38,9,3
leg,crowdwork_ratings,38,10,3
leg,crowdwork_ratings,38,11,3
leg,crowdwork_ratings,38,12,2
leg,crowdwork_ratings,38,13,3
leg,crowdwork_ratings,38,14,3
leg,mturk_ratings_data,38,0,2
leg,mturk_ratings_data,38,1,2
leg,mturk_ratings_data,38,2,3
leg,mturk_ratings_data,38,3,3
leg,mturk_ratings_data,38,4,3
leg,mturk_ratings_data,38,5,2
leg,mturk_ratings_data,38,6,3
leg,mturk_ratings_data,38,7,3
leg,mturk_ratings_data,38,8,3
leg,mturk_ratings_data,38,9,3
leg,mturk_ratings_data,38,10,3
leg,mturk_ratings_data,38,11,3
leg,mturk_ratings_data,38,12,2
leg,mturk_ratings_data,38,13,3
leg,mturk_ratings_data,38,14,3
leg,mturk_ratings_data,38,15,1
leg,crowdwork_ratings,39,0,1
leg,crowdwork_ratings,39,1,2
leg,crowdwork_ratings,39,2,3
leg,crowdwork_ratings,39,3,2
leg,crowdwork_ratings,39,4,3
leg,crowdwork_ratings,39,5,3
leg,crowdwork_ratings,39,6,2
leg,crowdwork_ratings,39,7,3
leg,crowdwork_ratings,39,8,3
leg,crowdwork_ratings,39,9,2
leg,crowdwork_ratings,39,10,3
leg,crowdwork_ratings,39,11,2
leg,crowdwork_ratings,39,12,2
leg,crowdwork_ratings,39,13,3
leg,crowdwork_ratings,39,14,3
leg,mturk_ratings_data,39,0,1
leg,mturk_ratings_data,39,1,3
leg,mturk_ratings_data,39,2,1
leg,mturk_ratings_data,39,3,3
leg,mturk_ratings_data,39,4,2
leg,mturk_ratings_data,39,5,3
leg,mturk_ratings_data,39,6,3
leg,mturk_ratings_data,39,7,3
leg,mturk_ratings_data,39,8,2
leg,mturk_ratings_data,39,9,3
leg,mturk_ratings_data,39,10,2
leg,mturk_ratings_data,39,11,2
leg,mturk_ratings_data,39,12,2
leg,mturk_ratings_data,39,13,2
leg,mturk_ratings_data,39,14,1
leg,mturk_ratings_data,39,15,3
leg,mturk_ratings_data,39,16,3
covid,crowdwork_ratings,0,0,2
covid,crowdwork_ratings,0,1,2
covid,crowdwork_ratings,0,2,2
covid,crowdwork_ratings,0,3,2
covid,crowdwork_ratings,0,4,1
covid,crowdwork_ratings,0,5,3
covid,crowdwork_ratings,0,6,2
covid,crowdwork_ratings,0,7,3
covid,crowdwork_ratings,0,8,3
covid,crowdwork_ratings,0,9,3
covid,crowdwork_ratings,0,10,2
covid,crowdwork_ratings,0,11,3
covid,crowdwork_ratings,0,12,3
covid,crowdwork_ratings,0,13,2
covid,crowdwork_ratings,0,14,2
covid,mturk_ratings_data,0,0,2
covid,mturk_ratings_data,0,1,2
covid,mturk_ratings_data,0,2,2
covid,mturk_ratings_data,0,3,2
covid,mturk_ratings_data,0,4,2
covid,mturk_ratings_data,0,5,1
covid,mturk_ratings_data,0,6,3
covid,mturk_ratings_data,0,7,3
covid,mturk_ratings_data,0,8,2
covid,mturk_ratings_data,0,9,2
covid,mturk_ratings_data,0,10,3
covid,mturk_ratings_data,0,11,1
covid,mturk_ratings_data,0,12,2
covid,mturk_ratings_data,0,13,2
covid,mturk_ratings_data,0,14,3
covid,mturk_ratings_data,0,15,2
covid,crowdwork_ratings,1,0,1
covid,crowdwork_ratings,1,1,3
covid,crowdwork_ratings,1,2,1
covid,crowdwork_ratings,1,3,3
covid,crowdwork_ratings,1,4,3
covid,crowdwork_ratings,1,5,3
covid,crowdwork_ratings,1,6,3
covid,crowdwork_ratings,1,7,3
covid,crowdwork_ratings,1,8,3
covid,crowdwork_ratings,1,9,3
covid,crowdwork_ratings,1,10,2
covid,crowdwork_ratings,1,11,3
covid,crowdwork_ratings,1,12,3
covid,crowdwork_ratings,1,13,2
covid,crowdwork_ratings,1,14,2
covid,mturk_ratings_data,1,0,2
covid,mturk_ratings_data,1,1,2
covid,mturk_ratings_data,1,2,1
covid,mturk_ratings_data,1,3,3
covid,mturk_ratings_data,1,4,2
covid,mturk_ratings_data,1,5,3
covid,mturk_ratings_data,1,6,3
covid,mturk_ratings_data,1,7,3
covid,mturk_ratings_data,1,8,1
covid,mturk_ratings_data,1,9,2
covid,mturk_ratings_data,1,10,3
covid,mturk_ratings_data,1,11,3
covid,mturk_ratings_data,1,12,3
covid,mturk_ratings_data,1,13,2
covid,mturk_ratings_data,1,14,3
covid,mturk_ratings_data,1,15,2
covid,crowdwork_ratings,2,0,3
covid,crowdwork_ratings,2,1,3
covid,crowdwork_ratings,2,2,2
covid,crowdwork_ratings,2,3,3
covid,crowdwork_ratings,2,4,2
covid,crowdwork_ratings,2,5,3
covid,crowdwork_ratings,2,6,3
covid,crowdwork_ratings,2,7,3
covid,crowdwork_ratings,2,8,3
covid,crowdwork_ratings,2,9,3
covid,crowdwork_ratings,2,10,2
covid,crowdwork_ratings,2,11,3
covid,crowdwork_ratings,2,12,3
covid,crowdwork_ratings,2,13,3
covid,crowdwork_ratings,2,14,3
covid,mturk_ratings_data,2,0,2
covid,mturk_ratings_data,2,1,2
covid,mturk_ratings_data,2,2,3
covid,mturk_ratings_data,2,3,2
covid,mturk_ratings_data,2,4,3
covid,mturk_ratings_data,2,5,2
covid,mturk_ratings_data,2,6,3
covid,mturk_ratings_data,2,7,3
covid,mturk_ratings_data,2,8,1
covid,mturk_ratings_data,2,9,3
covid,mturk_ratings_data,2,10,3
covid,mturk_ratings_data,2,11,2
covid,mturk_ratings_data,2,12,2
covid,mturk_ratings_data,2,13,2
covid,mturk_ratings_data,2,14,3
covid,mturk_ratings_data,2,15,3
covid,crowdwork_ratings,3,0,3
covid,crowdwork_ratings,3,1,3
covid,crowdwork_ratings,3,2,3
covid,crowdwork_ratings,3,3,3
covid,crowdwork_ratings,3,4,3
covid,crowdwork_ratings,3,5,3
covid,crowdwork_ratings,3,6,3
covid,crowdwork_ratings,3,7,3
covid,crowdwork_ratings,3,8,3
covid,crowdwork_ratings,3,9,3
covid,crowdwork_ratings,3,10,2
covid,crowdwork_ratings,3,11,3
covid,crowdwork_ratings,3,12,3
covid,crowdwork_ratings,3,13,3
covid,crowdwork_ratings,3,14,3
covid,mturk_ratings_data,3,0,3
covid,mturk_ratings_data,3,1,3
covid,mturk_ratings_data,3,2,1
covid,mturk_ratings_data,3,3,3
covid,mturk_ratings_data,3,4,2
covid,mturk_ratings_data,3,5,3
covid,mturk_ratings_data,3,6,2
covid,mturk_ratings_data,3,7,1
covid,mturk_ratings_data,3,8,1
covid,mturk_ratings_data,3,9,3
covid,mturk_ratings_data,3,10,2
covid,mturk_ratings_data,3,11,3
covid,mturk_ratings_data,3,12,2
covid,mturk_ratings_data,3,13,3
covid,mturk_ratings_data,3,14,1
covid,mturk_ratings_data,3,15,3
covid,mturk_ratings_data,3,16,3
covid,crowdwork_ratings,4,0,2
covid,crowdwork_ratings,4,1,3
covid,crowdwork_ratings,4,2,2
covid,crowdwork_ratings,4,3,3
covid,crowdwork_ratings,4,4,3
covid,crowdwork_ratings,4,5,2
covid,crowdwork_ratings,4,6,2
covid,crowdwork_ratings,4,7,2
covid,crowdwork_ratings,4,8,3
covid,crowdwork_ratings,4,9,3
covid,crowdwork_ratings,4,10,2
covid,crowdwork_ratings,4,11,3
covid,crowdwork_ratings,4,12,2
covid,crowdwork_ratings,4,13,3
covid,crowdwork_ratings,4,14,2
covid,mturk_ratings_data,4,0,2
covid,mturk_ratings_data,4,1,2
covid,mturk_ratings_data,4,2,2
covid,mturk_ratings_data,4,3,2
covid,mturk_ratings_data,4,4,2
covid,mturk_ratings_data,4,5,3
covid,mturk_ratings_data,4,6,3
covid,mturk_ratings_data,4,7,3
covid,mturk_ratings_data,4,8,1
covid,mturk_ratings_data,4,9,2
covid,mturk_ratings_data,4,10,3
covid,mturk_ratings_data,4,11,2
covid,mturk_ratings_data,4,12,2
covid,mturk_ratings_data,4,13,2
covid,mturk_ratings_data,4,14,3
covid,mturk_ratings_data,4,15,3
covid,crowdwork_ratings,5,0,3
covid,crowdwork_ratings,5,1,3
covid,crowdwork_ratings,5,2,3
covid,crowdwork_ratings,5,3,3
covid,crowdwork_ratings,5,4,3
covid,crowdwork_ratings,5,5,3
covid,crowdwork_ratings,5,6,3
covid,crowdwork_ratings,5,7,3
covid,crowdwork_ratings,5,8,3
covid,crowdwork_ratings,5,9,3
covid,crowdwork_ratings,5,10,3
covid,crowdwork_ratings,5,11,3
covid,crowdwork_ratings,5,12,3
covid,crowdwork_ratings,5,13,3
covid,crowdwork_ratings,5,14,3
covid,mturk_ratings_data,5,0,2
covid,mturk_ratings_data,5,1,2
covid,mturk_ratings_data,5,2,3
covid,mturk_ratings_data,5,3,3
covid,mturk_ratings_data,5,4,3
covid,mturk_ratings_data,5,5,3
covid,mturk_ratings_data,5,6,3
covid,mturk_ratings_data,5,7,3
covid,mturk_ratings_data,5,8,1
covid,mturk_ratings_data,5,9,3
covid,mturk_ratings_data,5,10,3
covid,mturk_ratings_data,5,11,3
covid,mturk_ratings_data,5,12,2
covid,mturk_ratings_data,5,13,3
covid,mturk_ratings_data,5,14,3
covid,mturk_ratings_data,5,15,3
covid,crowdwork_ratings,6,0,3
covid,crowdwork_ratings,6,1,3
covid,crowdwork_ratings,6,2,3
covid,crowdwork_ratings,6,3,3
covid,crowdwork_ratings,6,4,3
covid,crowdwork_ratings,6,5,3
covid,crowdwork_ratings,6,6,3
covid,crowdwork_ratings,6,7,3
covid,crowdwork_ratings,6,8,3
covid,crowdwork_ratings,6,9,3
covid,crowdwork_ratings,6,10,3
covid,crowdwork_ratings,6,11,3
covid,crowdwork_ratings,6,12,3
covid,crowdwork_ratings,6,13,3
covid,crowdwork_ratings,6,14,3
covid,mturk_ratings_data,6,0,3
covid,mturk_ratings_data,6,1,3
covid,mturk_ratings_data,6,2,2
covid,mturk_ratings_data,6,3,3
covid,mturk_ratings_data,6,4,1
covid,mturk_ratings_data,6,5,3
covid,mturk_ratings_data,6,6,3
covid,mturk_ratings_data,6,7,2
covid,mturk_ratings_data,6,8,2
covid,mturk_ratings_data,6,9,3
covid,mturk_ratings_data,6,10,1
covid,mturk_ratings_data,6,11,3
covid,mturk_ratings_data,6,12,2
covid,mturk_ratings_data,6,13,3
covid,mturk_ratings_data,6,14,2
covid,mturk_ratings_data,6,15,3
covid,mturk_ratings_data,6,16,3
covid,crowdwork_ratings,7,0,2
covid,crowdwork_ratings,7,1,1
covid,crowdwork_ratings,7,2,3
covid,crowdwork_ratings,7,3,3
covid,crowdwork_ratings,7,4,3
covid,crowdwork_ratings,7,5,3
covid,crowdwork_ratings,7,6,2
covid,crowdwork_ratings,7,7,3
covid,crowdwork_ratings,7,8,3
covid,crowdwork_ratings,7,9,3
covid,crowdwork_ratings,7,10,2
covid,crowdwork_ratings,7,11,3
covid,crowdwork_ratings,7,12,3
covid,crowdwork_ratings,7,13,2
covid,crowdwork_ratings,7,14,1
covid,mturk_ratings_data,7,0,2
covid,mturk_ratings_data,7,1,2
covid,mturk_ratings_data,7,2,2
covid,mturk_ratings_data,7,3,3
covid,mturk_ratings_data,7,4,2
covid,mturk_ratings_data,7,5,3
covid,mturk_ratings_data,7,6,2
covid,mturk_ratings_data,7,7,3
covid,mturk_ratings_data,7,8,2
covid,mturk_ratings_data,7,9,3
covid,mturk_ratings_data,7,10,1
covid,mturk_ratings_data,7,11,1
covid,mturk_ratings_data,7,12,3
covid,mturk_ratings_data,7,13,3
covid,mturk_ratings_data,7,14,2
covid,mturk_ratings_data,7,15,1
covid,mturk_ratings_data,7,16,3
covid,crowdwork_ratings,8,0,3
covid,crowdwork_ratings,8,1,3
covid,crowdwork_ratings,8,2,3
covid,crowdwork_ratings,8,3,3
covid,crowdwork_ratings,8,4,3
covid,crowdwork_ratings,8,5,3
covid,crowdwork_ratings,8,6,3
covid,crowdwork_ratings,8,7,3
covid,crowdwork_ratings,8,8,3
covid,crowdwork_ratings,8,9,3
covid,crowdwork_ratings,8,10,3
covid,crowdwork_ratings,8,11,3
covid,crowdwork_ratings,8,12,3
covid,crowdwork_ratings,8,13,3
covid,crowdwork_ratings,8,14,3
covid,mturk_ratings_data,8,0,2
covid,mturk_ratings_data,8,1,2
covid,mturk_ratings_data,8,2,3
covid,mturk_ratings_data,8,3,3
covid,mturk_ratings_data,8,4,2
covid,mturk_ratings_data,8,5,3
covid,mturk_ratings_data,8,6,3
covid,mturk_ratings_data,8,7,3
covid,mturk_ratings_data,8,8,3
covid,mturk_ratings_data,8,9,3
covid,mturk_ratings_data,8,10,3
covid,mturk_ratings_data,8,11,3
covid,mturk_ratings_data,8,12,3
covid,mturk_ratings_data,8,13,3
covid,mturk_ratings_data,8,14,3
covid,mturk_ratings_data,8,15,3
covid,crowdwork_ratings,9,0,3
covid,crowdwork_ratings,9,1,3
covid,crowdwork_ratings,9,2,3
covid,crowdwork_ratings,9,3,3
covid,crowdwork_ratings,9,4,3
covid,crowdwork_ratings,9,5,3
covid,crowdwork_ratings,9,6,3
covid,crowdwork_ratings,9,7,3
covid,crowdwork_ratings,9,8,3
covid,crowdwork_ratings,9,9,3
covid,crowdwork_ratings,9,10,3
covid,crowdwork_ratings,9,11,3
covid,crowdwork_ratings,9,12,3
covid,crowdwork_ratings,9,13,3
covid,crowdwork_ratings,9,14,3
covid,mturk_ratings_data,9,0,2
covid,mturk_ratings_data,9,1,3
covid,mturk_ratings_data,9,2,2
covid,mturk_ratings_data,9,3,3
covid,mturk_ratings_data,9,4,2
covid,mturk_ratings_data,9,5,3
covid,mturk_ratings_data,9,6,3
covid,mturk_ratings_data,9,7,2
covid,mturk_ratings_data,9,8,3
covid,mturk_ratings_data,9,9,3
covid,mturk_ratings_data,9,10,3
covid,mturk_ratings_data,9,11,3
covid,mturk_ratings_data,9,12,3
covid,mturk_ratings_data,9,13,3
covid,mturk_ratings_data,9,14,2
covid,mturk_ratings_data,9,15,2
covid,mturk_ratings_data,9,16,3
covid,crowdwork_ratings,10,0,3
covid,crowdwork_ratings,10,1,2
covid,crowdwork_ratings,10,2,2
covid,crowdwork_ratings,10,3,2
covid,crowdwork_ratings,10,4,2
covid,crowdwork_ratings,10,5,2
covid,crowdwork_ratings,10,6,1
covid,crowdwork_ratings,10,7,1
covid,crowdwork_ratings,10,8,3
covid,crowdwork_ratings,10,9,2
covid,crowdwork_ratings,10,10,2
covid,crowdwork_ratings,10,11,3
covid,crowdwork_ratings,10,12,2
covid,crowdwork_ratings,10,13,3
covid,crowdwork_ratings,10,14,2
covid,mturk_ratings_data,10,0,2
covid,mturk_ratings_data,10,1,2
covid,mturk_ratings_data,10,2,2
covid,mturk_ratings_data,10,3,2
covid,mturk_ratings_data,10,4,1
covid,mturk_ratings_data,10,5,1
covid,mturk_ratings_data,10,6,2
covid,mturk_ratings_data,10,7,1
covid,mturk_ratings_data,10,8,2
covid,mturk_ratings_data,10,9,2
covid,mturk_ratings_data,10,10,3
covid,mturk_ratings_data,10,11,2
covid,mturk_ratings_data,10,12,2
covid,mturk_ratings_data,10,13,2
covid,mturk_ratings_data,10,14,3
